kegiatan_id,dosen_id,jenis_kegiatan,nama_institusi,tanggal_mulai,tanggal_selesai,tahun,ingested_at
KGT07f4382c,0157554608,QS100,Osaka University,2025-06-10,2026-03-11,2025,2026-05-17T15:02:44+07:00
KGT7c005590,0157554608,Pembina_Prestasi,Osaka University,2021-05-18,2022-02-09,2021,2026-05-17T15:02:44+07:00
KGTa1079405,0228954609,Pembina_Prestasi,Osaka University,2021-02-06,2021-04-02,2021,2026-05-17T15:02:44+07:00
KGT6c1f4714,0228954609,Pembina_Prestasi,LIPI,2020-02-29,2020-08-16,2020,2026-05-17T15:02:44+07:00
KGT1e05888b,0228954609,Praktisi_Industri,Huawei Indonesia,2024-01-26,2024-05-29,2024,2026-05-17T15:02:44+07:00
KGTccfc66a3,0228954609,QS100,Chulalongkorn University,2025-03-08,2026-01-07,2025,2026-05-17T15:02:44+07:00
KGT0ad78d43,0657715610,Pembina_Prestasi,BRIN,2024-05-11,2024-08-23,2024,2026-05-17T15:02:44+07:00
KGT8185d0af,0409799611,Praktisi_Industri,PT Bukit Asam,2023-01-28,2023-08-12,2023,2026-05-17T15:02:44+07:00
KGTefb7469b,0234284612,QS100,Unsri,2020-05-28,2021-01-14,2020,2026-05-17T15:02:44+07:00
KGT0d6d95af,0234284612,QS100,TU Delft,2022-05-24,2022-09-19,2022,2026-05-17T15:02:44+07:00
KGTff3a21fc,0234284612,QS100,Google Indonesia,2023-05-17,2023-09-24,2023,2026-05-17T15:02:44+07:00
KGT4b33f9bf,0487016613,QS100,Universitas Indonesia,2023-02-22,2024-02-05,2023,2026-05-17T15:02:44+07:00
KGTbfe21062,0606430614,Praktisi_Industri,Google Indonesia,2024-01-22,2024-10-10,2024,2026-05-17T15:02:44+07:00
KGT1cc3d8a9,0606430614,Tridarma_PT_Lain,JICA Indonesia,2025-05-15,2025-12-09,2025,2026-05-17T15:02:44+07:00
KGTc26b6295,0606430614,Praktisi_Industri,JICA Indonesia,2020-03-20,2020-06-20,2020,2026-05-17T15:02:44+07:00
KGT8d2d760d,0203672615,Praktisi_Industri,Toyota Motor Manufacturing,2022-05-27,2023-01-06,2022,2026-05-17T15:02:44+07:00
KGTa1068a26,0203672615,Tridarma_PT_Lain,Google Indonesia,2022-06-16,2023-02-06,2022,2026-05-17T15:02:44+07:00
KGT7e80e36f,0203672615,Praktisi_Industri,Google Indonesia,2021-05-20,2022-02-17,2021,2026-05-17T15:02:44+07:00
KGT4439909c,0203672615,Pembina_Prestasi,Toyota Motor Manufacturing,2022-03-21,2022-11-03,2022,2026-05-17T15:02:44+07:00
KGTd34501ce,0485112616,Praktisi_Industri,Unila,2021-06-26,2022-03-04,2021,2026-05-17T15:02:44+07:00
KGT1b0e6249,0485112616,Pembina_Prestasi,Huawei Indonesia,2024-03-24,2024-10-14,2024,2026-05-17T15:02:44+07:00
KGTa66fd016,0485112616,QS100,IPB University,2022-02-18,2022-10-28,2022,2026-05-17T15:02:44+07:00
KGT1950e9c6,0805876617,QS100,Universitas Lampung,2025-06-02,2025-10-18,2025,2026-05-17T15:02:44+07:00
KGTd8924a8d,0805876617,Pembina_Prestasi,PT Bukit Asam,2024-01-08,2024-10-22,2024,2026-05-17T15:02:44+07:00
KGTf2dcdd2e,0404990618,Tridarma_PT_Lain,Universiti Malaya,2022-02-25,2022-04-25,2022,2026-05-17T15:02:44+07:00
KGT70e82ac1,0404990618,Pembina_Prestasi,UGM,2024-06-08,2025-04-18,2024,2026-05-17T15:02:44+07:00
KGTbd0f9dbe,0404990618,Tridarma_PT_Lain,UGM,2020-05-24,2020-11-21,2020,2026-05-17T15:02:44+07:00
KGT77642d9b,0780900619,Pembina_Prestasi,Google Indonesia,2022-05-10,2023-05-04,2022,2026-05-17T15:02:44+07:00
KGT9764e6a0,0780900619,Praktisi_Industri,Google Indonesia,2025-05-21,2025-10-30,2025,2026-05-17T15:02:44+07:00
KGT3b9b0e7b,0780900619,QS100,PT Astra International,2021-05-13,2021-10-29,2021,2026-05-17T15:02:44+07:00
KGTcd706b6e,0780900619,Praktisi_Industri,IPB University,2025-05-11,2026-04-26,2025,2026-05-17T15:02:44+07:00
KGT102037a8,0884899620,Praktisi_Industri,BPS Lampung,2021-05-11,2022-04-07,2021,2026-05-17T15:02:44+07:00
KGTff9e5880,0884899620,QS100,PT Pertamina,2023-06-27,2024-04-25,2023,2026-05-17T15:02:44+07:00
KGTfbebdc7c,0844156621,Praktisi_Industri,Kyushu University,2021-02-12,2021-06-09,2021,2026-05-17T15:02:44+07:00
KGTab59437d,0844156621,Pembina_Prestasi,Unila,2020-04-02,2020-10-27,2020,2026-05-17T15:02:44+07:00
KGT4e21896a,0844156621,QS100,PT Telkom Indonesia,2022-02-03,2022-05-15,2022,2026-05-17T15:02:44+07:00
KGTc29b2af6,0844156621,Praktisi_Industri,PT Telkom Indonesia,2023-06-19,2024-05-30,2023,2026-05-17T15:02:44+07:00
KGTb98fa544,0715204622,Tridarma_PT_Lain,TU Delft,2024-01-23,2024-09-15,2024,2026-05-17T15:02:44+07:00
KGT8cc313bb,0715204622,QS100,Universitas Lampung,2022-02-02,2022-03-12,2022,2026-05-17T15:02:44+07:00
KGTad66b230,0715204622,Pembina_Prestasi,PT Astra International,2025-04-29,2025-06-19,2025,2026-05-17T15:02:44+07:00
KGT286d2d9a,0729516623,QS100,Politeknik Negeri Lampung,2020-02-05,2020-09-08,2020,2026-05-17T15:02:44+07:00
KGT5f501508,0667058624,QS100,Osaka University,2021-01-10,2021-11-27,2021,2026-05-17T15:02:44+07:00
KGT18b99a44,0667058624,Pembina_Prestasi,BPS Lampung,2020-05-15,2021-04-11,2020,2026-05-17T15:02:44+07:00
KGT6ec259a9,0667058624,Praktisi_Industri,BRIN,2023-06-05,2023-10-29,2023,2026-05-17T15:02:44+07:00
KGTb7443b39,0176048625,Pembina_Prestasi,Chulalongkorn University,2020-01-10,2020-09-21,2020,2026-05-17T15:02:44+07:00
KGT8482abe3,0609175626,Tridarma_PT_Lain,World Bank Jakarta,2022-02-04,2022-12-12,2022,2026-05-17T15:02:44+07:00
KGTa1a5d1ca,0609175626,Praktisi_Industri,IPB University,2020-06-28,2020-11-01,2020,2026-05-17T15:02:44+07:00
KGT023f57b2,0609175626,Tridarma_PT_Lain,UNDP Indonesia,2020-03-28,2020-08-03,2020,2026-05-17T15:02:44+07:00
KGTb96d52c3,0609175626,Pembina_Prestasi,Universiti Malaya,2021-01-11,2021-11-04,2021,2026-05-17T15:02:44+07:00
KGT0f733f52,0796070627,QS100,BRIN,2023-04-04,2024-02-23,2023,2026-05-17T15:02:44+07:00
KGTffb497b0,0619690628,QS100,NUS Singapore,2022-04-04,2022-11-11,2022,2026-05-17T15:02:44+07:00
KGTb0cd76de,0619690628,Praktisi_Industri,Google Indonesia,2024-06-01,2024-10-23,2024,2026-05-17T15:02:44+07:00
KGTba41423d,0619690628,Tridarma_PT_Lain,Kyushu University,2020-02-14,2020-04-22,2020,2026-05-17T15:02:44+07:00
KGT509b131e,0619690628,QS100,Unsri,2020-03-15,2020-07-30,2020,2026-05-17T15:02:44+07:00
KGT1c364716,0564119629,Tridarma_PT_Lain,Politeknik Negeri Lampung,2022-05-11,2022-11-08,2022,2026-05-17T15:02:44+07:00
KGT53a1aaa0,0564119629,Pembina_Prestasi,PT Astra International,2020-03-30,2020-07-18,2020,2026-05-17T15:02:44+07:00
KGT50cea896,0564119629,Praktisi_Industri,Kyushu University,2025-02-11,2025-03-31,2025,2026-05-17T15:02:44+07:00
KGTf88e870e,0564119629,Praktisi_Industri,Unsri,2020-03-15,2021-03-01,2020,2026-05-17T15:02:44+07:00
KGT43e38837,0564119629,Tridarma_PT_Lain,Kyushu University,2023-06-04,2023-11-02,2023,2026-05-17T15:02:44+07:00
KGTc12c070f,0290959630,QS100,Toyota Motor Manufacturing,2023-04-28,2023-05-29,2023,2026-05-17T15:02:44+07:00
KGT90a23e52,0290959630,QS100,Chulalongkorn University,2023-01-31,2023-03-04,2023,2026-05-17T15:02:44+07:00
KGT9ce2ef70,0290959630,QS100,Unila,2022-01-28,2022-07-12,2022,2026-05-17T15:02:44+07:00
KGT8e39aa19,0290959630,QS100,Telkom University,2023-03-13,2023-05-17,2023,2026-05-17T15:02:44+07:00
KGTcb4de106,0305953631,Tridarma_PT_Lain,PT Bukit Asam,2024-04-21,2024-07-16,2024,2026-05-17T15:02:44+07:00
KGT3722fedc,0305953631,Pembina_Prestasi,Telkom University,2020-01-24,2020-04-22,2020,2026-05-17T15:02:44+07:00
KGT08ccee24,0375073632,Praktisi_Industri,PT Bukit Asam,2023-03-08,2023-05-14,2023,2026-05-17T15:02:44+07:00
KGTe2dd3366,0375073632,Tridarma_PT_Lain,PT Pertamina,2020-04-09,2021-01-10,2020,2026-05-17T15:02:44+07:00
KGTadad9cca,0909877633,Tridarma_PT_Lain,ITS,2021-01-05,2021-06-23,2021,2026-05-17T15:02:44+07:00
KGT5550fdf3,0909877633,QS100,ITB,2022-06-18,2023-02-27,2022,2026-05-17T15:02:44+07:00
KGT7d9ae4f3,0909877633,Pembina_Prestasi,PT Pertamina,2025-06-01,2026-01-14,2025,2026-05-17T15:02:44+07:00
KGTf34deb3c,0909877633,Tridarma_PT_Lain,Unila,2021-04-21,2021-09-14,2021,2026-05-17T15:02:44+07:00
KGT528c362b,0109533634,Tridarma_PT_Lain,PT Astra International,2024-01-25,2024-12-21,2024,2026-05-17T15:02:44+07:00
KGTc1c67678,0109533634,Praktisi_Industri,PT Pertamina,2020-01-11,2020-06-12,2020,2026-05-17T15:02:44+07:00
KGTed56dcf4,0355505635,Pembina_Prestasi,Universiti Malaya,2025-02-06,2026-01-09,2025,2026-05-17T15:02:44+07:00
KGT2c60bd3f,0355505635,Tridarma_PT_Lain,PT Bukit Asam,2022-01-09,2022-03-23,2022,2026-05-17T15:02:44+07:00
KGT8b21bdab,0355505635,Tridarma_PT_Lain,Unsri,2022-01-17,2022-04-11,2022,2026-05-17T15:02:44+07:00
KGT1c3cb6db,0355505635,QS100,Universitas Indonesia,2023-01-20,2023-04-01,2023,2026-05-17T15:02:44+07:00
KGT8151aadc,0355505635,Tridarma_PT_Lain,ITS,2025-05-25,2025-10-29,2025,2026-05-17T15:02:44+07:00
KGT008818d2,0205366636,QS100,Unsri,2020-03-08,2020-08-04,2020,2026-05-17T15:02:44+07:00
KGT22eccc41,0205366636,Tridarma_PT_Lain,PT PLN,2021-02-21,2021-04-26,2021,2026-05-17T15:02:44+07:00
KGT918f9936,0205366636,Pembina_Prestasi,LIPI,2020-06-29,2020-12-27,2020,2026-05-17T15:02:44+07:00
KGT66d52f0d,0205366636,Pembina_Prestasi,Unsri,2020-01-30,2020-05-10,2020,2026-05-17T15:02:44+07:00
KGTb4bdc20d,0869361637,QS100,UNDP Indonesia,2025-04-16,2025-12-05,2025,2026-05-17T15:02:44+07:00
KGT32574a9a,0869361637,Tridarma_PT_Lain,PT Astra International,2025-06-04,2025-08-01,2025,2026-05-17T15:02:44+07:00
KGT5b950c75,0441573638,QS100,Chulalongkorn University,2024-05-18,2024-09-23,2024,2026-05-17T15:02:44+07:00
KGT48eaa31c,0441573638,Tridarma_PT_Lain,Politeknik Negeri Lampung,2023-03-08,2023-12-29,2023,2026-05-17T15:02:44+07:00
KGTccf6aa64,0441573638,QS100,World Bank Jakarta,2022-01-09,2022-11-03,2022,2026-05-17T15:02:44+07:00
KGT811d1b17,0757016639,Praktisi_Industri,JICA Indonesia,2021-01-03,2021-06-11,2021,2026-05-17T15:02:44+07:00
KGT1a9cac11,0828310640,Praktisi_Industri,IPB University,2024-06-01,2024-08-16,2024,2026-05-17T15:02:44+07:00
KGTeab7cad1,0828310640,Tridarma_PT_Lain,Universiti Malaya,2024-03-07,2024-12-16,2024,2026-05-17T15:02:44+07:00
KGTb542568a,0764428641,Pembina_Prestasi,Politeknik Negeri Lampung,2023-06-11,2023-08-23,2023,2026-05-17T15:02:44+07:00
KGT7e83552d,0764428641,Praktisi_Industri,UGM,2020-02-01,2021-01-09,2020,2026-05-17T15:02:44+07:00
KGT13a53091,0764428641,Pembina_Prestasi,PT Pertamina,2021-05-09,2021-06-09,2021,2026-05-17T15:02:44+07:00
KGTf5b77e92,0294007642,Praktisi_Industri,Unila,2025-01-10,2025-05-30,2025,2026-05-17T15:02:44+07:00
KGT9e1be0a4,0294007642,QS100,UGM,2020-03-26,2020-10-07,2020,2026-05-17T15:02:44+07:00
KGTec9acb7a,0302494643,Praktisi_Industri,LIPI,2022-06-11,2023-06-10,2022,2026-05-17T15:02:44+07:00
KGT35f765af,0302494643,Tridarma_PT_Lain,PT Astra International,2020-03-21,2020-05-06,2020,2026-05-17T15:02:44+07:00
KGT43c51676,0302494643,QS100,Kyushu University,2025-04-14,2025-08-10,2025,2026-05-17T15:02:44+07:00
KGT06cdc3ec,0544887644,Pembina_Prestasi,Politeknik Negeri Lampung,2025-04-15,2025-10-08,2025,2026-05-17T15:02:44+07:00
KGTb9d4aa2b,0544887644,Tridarma_PT_Lain,NUS Singapore,2025-01-12,2025-10-09,2025,2026-05-17T15:02:44+07:00
KGT53e7b4fe,0544887644,Tridarma_PT_Lain,BMKG,2025-01-05,2025-08-12,2025,2026-05-17T15:02:44+07:00
KGTbedad809,0544887644,Pembina_Prestasi,PT PLN,2024-01-08,2024-10-16,2024,2026-05-17T15:02:44+07:00
KGT6dec585b,0544887644,Pembina_Prestasi,Google Indonesia,2020-05-16,2021-04-05,2020,2026-05-17T15:02:44+07:00
KGT56eb6f7d,0544887644,QS100,BPS Lampung,2025-01-24,2025-06-01,2025,2026-05-17T15:02:44+07:00
KGT89559f40,0845561645,Pembina_Prestasi,NUS Singapore,2020-02-06,2020-10-20,2020,2026-05-17T15:02:44+07:00
KGTe386779a,0845561645,Tridarma_PT_Lain,Unila,2024-01-23,2024-09-01,2024,2026-05-17T15:02:44+07:00
KGTad99e95e,0982258646,Tridarma_PT_Lain,Bank Indonesia,2025-01-15,2025-10-13,2025,2026-05-17T15:02:44+07:00
KGT74fa0a2a,0982258646,Tridarma_PT_Lain,Bank Indonesia,2024-02-04,2024-07-10,2024,2026-05-17T15:02:44+07:00
KGT849e020f,0844065647,Tridarma_PT_Lain,Universitas Indonesia,2025-06-21,2026-05-10,2025,2026-05-17T15:02:44+07:00
KGT13572a65,0129175648,QS100,Unila,2024-03-22,2024-10-06,2024,2026-05-17T15:02:44+07:00
KGTca788829,0129175648,Pembina_Prestasi,Politeknik Negeri Lampung,2023-06-12,2023-10-12,2023,2026-05-17T15:02:44+07:00
KGTb9c4a332,0129175648,QS100,LIPI,2021-01-01,2021-07-17,2021,2026-05-17T15:02:44+07:00
KGTb62d560e,0505699649,Tridarma_PT_Lain,Chulalongkorn University,2020-01-08,2020-12-18,2020,2026-05-17T15:02:44+07:00
KGT44003d69,0505699649,QS100,Universitas Indonesia,2025-03-07,2025-08-25,2025,2026-05-17T15:02:44+07:00
KGT5d25d3ce,0505699649,QS100,Chulalongkorn University,2024-01-21,2024-09-19,2024,2026-05-17T15:02:44+07:00
KGT3401f3e8,0949309650,Tridarma_PT_Lain,Osaka University,2024-04-23,2024-09-14,2024,2026-05-17T15:02:44+07:00
KGT334159ec,0949309650,Pembina_Prestasi,Universiti Malaya,2022-05-29,2023-03-09,2022,2026-05-17T15:02:44+07:00
KGT5ca74e78,0949309650,QS100,ITS,2023-01-13,2023-12-04,2023,2026-05-17T15:02:44+07:00
KGT10f2cd77,0949309650,Tridarma_PT_Lain,Politeknik Negeri Lampung,2020-03-17,2021-03-15,2020,2026-05-17T15:02:44+07:00
KGT54f38933,0287098653,Pembina_Prestasi,Toyota Motor Manufacturing,2022-03-10,2022-09-25,2022,2026-05-17T15:02:44+07:00
KGT1378ce53,0287098653,Praktisi_Industri,Unsri,2024-06-18,2025-05-31,2024,2026-05-17T15:02:44+07:00
KGTa04b6d6a,0287098653,Pembina_Prestasi,Telkom University,2024-03-04,2024-10-14,2024,2026-05-17T15:02:44+07:00
KGT135b5f67,0287098653,Pembina_Prestasi,PT Astra International,2022-01-25,2022-04-01,2022,2026-05-17T15:02:44+07:00
KGT12212a4d,0176287654,Tridarma_PT_Lain,Bank Indonesia,2023-01-21,2024-01-09,2023,2026-05-17T15:02:44+07:00
KGTa40e8127,0789052655,Tridarma_PT_Lain,BRIN,2020-05-22,2021-04-12,2020,2026-05-17T15:02:44+07:00
KGT8e0304b1,0789052655,Pembina_Prestasi,PT Astra International,2022-05-14,2022-10-03,2022,2026-05-17T15:02:44+07:00
KGT9ba44c36,0789052655,Praktisi_Industri,ITS,2021-02-06,2021-10-13,2021,2026-05-17T15:02:44+07:00
KGTd6d253f7,0332472656,Tridarma_PT_Lain,BRIN,2022-01-10,2022-11-29,2022,2026-05-17T15:02:44+07:00
KGTdee08d4d,0332472656,QS100,Kyushu University,2022-03-30,2022-06-06,2022,2026-05-17T15:02:44+07:00
KGT4a753334,0332472656,Praktisi_Industri,JICA Indonesia,2022-02-04,2023-01-21,2022,2026-05-17T15:02:44+07:00
KGTeba82904,0121583657,Pembina_Prestasi,ITB,2025-04-17,2025-11-29,2025,2026-05-17T15:02:44+07:00
KGTda7e1ea3,0121583657,Praktisi_Industri,PT Telkom Indonesia,2023-06-18,2023-10-07,2023,2026-05-17T15:02:44+07:00
KGTdcf3513a,0432608658,Pembina_Prestasi,PT Telkom Indonesia,2025-04-04,2025-06-28,2025,2026-05-17T15:02:44+07:00
KGT78a1ed50,0432608658,Pembina_Prestasi,UGM,2024-05-11,2025-03-16,2024,2026-05-17T15:02:44+07:00
KGTf029f481,0250643660,QS100,NUS Singapore,2023-06-06,2023-09-20,2023,2026-05-17T15:02:44+07:00
KGT28569d92,0250643660,QS100,Universitas Lampung,2024-03-31,2024-10-19,2024,2026-05-17T15:02:44+07:00
KGT07bb6954,0903347661,Tridarma_PT_Lain,Google Indonesia,2020-05-13,2020-11-04,2020,2026-05-17T15:02:44+07:00
KGTd3391c86,0903347661,Pembina_Prestasi,PT Bukit Asam,2023-05-02,2023-10-07,2023,2026-05-17T15:02:44+07:00
KGTfcf3735f,0903347661,Pembina_Prestasi,Universiti Malaya,2023-03-29,2023-09-08,2023,2026-05-17T15:02:44+07:00
KGT6ab943ce,0903347661,Tridarma_PT_Lain,Huawei Indonesia,2025-02-22,2025-11-01,2025,2026-05-17T15:02:44+07:00
KGT67938bd3,0903347661,Praktisi_Industri,Unsri,2023-03-18,2023-08-19,2023,2026-05-17T15:02:44+07:00
KGT1eb1a58e,0484403662,Pembina_Prestasi,Unila,2020-02-14,2020-11-24,2020,2026-05-17T15:02:44+07:00
KGT7c8268d2,0484403662,Tridarma_PT_Lain,Kyushu University,2021-02-27,2021-04-16,2021,2026-05-17T15:02:44+07:00
KGT621402b8,0484403662,Pembina_Prestasi,Bank Indonesia,2020-02-02,2020-07-17,2020,2026-05-17T15:02:44+07:00
KGT6657eea8,0374758663,Tridarma_PT_Lain,PT Telkom Indonesia,2024-05-07,2025-01-05,2024,2026-05-17T15:02:44+07:00
KGT958bf388,0374758663,Praktisi_Industri,Telkom University,2021-02-26,2022-01-30,2021,2026-05-17T15:02:44+07:00
KGTff83e36b,0374758663,Pembina_Prestasi,Universiti Malaya,2020-05-27,2020-10-18,2020,2026-05-17T15:02:44+07:00
KGT3461644c,0374758663,Tridarma_PT_Lain,IPB University,2022-06-05,2022-11-10,2022,2026-05-17T15:02:44+07:00
KGTf02d92ec,0815064664,Tridarma_PT_Lain,Politeknik Negeri Lampung,2020-03-25,2020-08-20,2020,2026-05-17T15:02:44+07:00
KGT7a3bec61,0815064664,Pembina_Prestasi,BPS Lampung,2023-03-29,2023-12-21,2023,2026-05-17T15:02:44+07:00
KGT2ca4a8e3,0815064664,Praktisi_Industri,PT Telkom Indonesia,2020-05-15,2020-12-21,2020,2026-05-17T15:02:44+07:00
KGT025d367e,0815064664,Praktisi_Industri,Universitas Lampung,2022-05-17,2022-11-01,2022,2026-05-17T15:02:44+07:00
KGTbb396a50,0172465665,QS100,Telkom University,2020-03-10,2020-04-09,2020,2026-05-17T15:02:44+07:00
KGT13b2c198,0172465665,QS100,BMKG,2020-03-19,2020-09-07,2020,2026-05-17T15:02:44+07:00
KGT7a91fc11,0172465665,Pembina_Prestasi,World Bank Jakarta,2022-02-27,2022-04-11,2022,2026-05-17T15:02:44+07:00
KGT7ff1d0a4,0851719666,QS100,Huawei Indonesia,2020-05-01,2021-04-15,2020,2026-05-17T15:02:44+07:00
KGT680f41a9,0789040667,Tridarma_PT_Lain,Universitas Lampung,2020-06-25,2021-01-14,2020,2026-05-17T15:02:44+07:00
KGT9001551f,0789040667,Praktisi_Industri,IPB University,2022-05-08,2022-09-11,2022,2026-05-17T15:02:44+07:00
KGT22854531,0789040667,Pembina_Prestasi,UGM,2025-05-20,2026-01-27,2025,2026-05-17T15:02:44+07:00
KGT118d50a4,0789040667,QS100,BMKG,2022-04-21,2023-01-16,2022,2026-05-17T15:02:44+07:00
KGT9062b0f1,0887325668,Pembina_Prestasi,Google Indonesia,2024-01-14,2024-02-27,2024,2026-05-17T15:02:44+07:00
KGTda1e97e1,0887325668,Tridarma_PT_Lain,PT Pertamina,2022-05-22,2023-03-08,2022,2026-05-17T15:02:44+07:00
KGT608ebc10,0887325668,Praktisi_Industri,UNDP Indonesia,2025-03-25,2025-08-17,2025,2026-05-17T15:02:44+07:00
KGT96cdc964,0703040670,Tridarma_PT_Lain,PT Astra International,2022-04-27,2022-12-22,2022,2026-05-17T15:02:44+07:00
KGT316697ca,0703040670,Pembina_Prestasi,Universitas Lampung,2023-05-01,2024-02-14,2023,2026-05-17T15:02:44+07:00
KGTff5ca376,0797723671,Praktisi_Industri,IPB University,2020-02-04,2020-12-15,2020,2026-05-17T15:02:44+07:00
KGT1867b30b,0317575672,Pembina_Prestasi,ITB,2022-02-10,2022-12-28,2022,2026-05-17T15:02:44+07:00
KGTedcc9470,0708688673,Tridarma_PT_Lain,Telkom University,2023-06-29,2023-10-04,2023,2026-05-17T15:02:44+07:00
KGT92f00b35,0708688673,Tridarma_PT_Lain,Huawei Indonesia,2022-03-07,2022-09-13,2022,2026-05-17T15:02:44+07:00
KGT5a41423e,0105684674,Pembina_Prestasi,UGM,2021-04-19,2021-11-13,2021,2026-05-17T15:02:44+07:00
KGTd40bdd43,0105684674,Praktisi_Industri,NUS Singapore,2023-01-17,2023-11-23,2023,2026-05-17T15:02:44+07:00
KGT4fb11c4b,0416537675,Praktisi_Industri,BPS Lampung,2020-02-17,2020-12-16,2020,2026-05-17T15:02:44+07:00
KGT876ac3ef,0416537675,QS100,Universitas Indonesia,2023-06-04,2024-05-25,2023,2026-05-17T15:02:44+07:00
KGT786e7827,0416537675,Praktisi_Industri,Chulalongkorn University,2020-06-22,2020-07-31,2020,2026-05-17T15:02:44+07:00
KGTc19bb3ef,0528663676,Praktisi_Industri,Google Indonesia,2020-02-21,2021-01-07,2020,2026-05-17T15:02:44+07:00
KGTcc7c56a4,0528663676,Tridarma_PT_Lain,Bank Indonesia,2022-01-08,2022-04-15,2022,2026-05-17T15:02:44+07:00
KGT32e81149,0528663676,Praktisi_Industri,Unsri,2021-04-19,2022-01-02,2021,2026-05-17T15:02:44+07:00
KGT1c42c4bf,0771314677,Pembina_Prestasi,NUS Singapore,2024-01-05,2024-09-17,2024,2026-05-17T15:02:44+07:00
KGT9e99ef37,0459651678,QS100,Google Indonesia,2025-03-20,2025-05-26,2025,2026-05-17T15:02:44+07:00
KGT8a7abd2a,0459651678,QS100,Chulalongkorn University,2025-05-12,2025-11-08,2025,2026-05-17T15:02:44+07:00
KGT491bdb73,0459651678,Pembina_Prestasi,TU Delft,2023-02-10,2023-12-17,2023,2026-05-17T15:02:44+07:00
KGTadd38c43,0602456679,Tridarma_PT_Lain,PT Bukit Asam,2022-06-06,2023-01-30,2022,2026-05-17T15:02:44+07:00
KGTae749052,0573959680,QS100,PT Telkom Indonesia,2024-03-30,2024-07-07,2024,2026-05-17T15:02:44+07:00
KGTdc5979fe,0573959680,Tridarma_PT_Lain,Kyushu University,2024-01-18,2024-11-22,2024,2026-05-17T15:02:44+07:00
KGT6aa2cbe3,0573959680,QS100,ITS,2021-06-03,2021-07-23,2021,2026-05-17T15:02:44+07:00
KGT36a732bd,0573959680,QS100,BRIN,2022-06-19,2022-11-10,2022,2026-05-17T15:02:44+07:00
KGT46403090,0959567681,Praktisi_Industri,PT Bukit Asam,2022-06-01,2023-02-19,2022,2026-05-17T15:02:44+07:00
KGTff4dd593,0959567681,QS100,NUS Singapore,2023-01-06,2023-08-08,2023,2026-05-17T15:02:44+07:00
KGTea21901e,0113295682,Tridarma_PT_Lain,Huawei Indonesia,2021-05-29,2021-07-19,2021,2026-05-17T15:02:44+07:00
KGT1b1183c3,0787607683,QS100,Osaka University,2025-03-10,2025-11-22,2025,2026-05-17T15:02:44+07:00
KGTbeea1f43,0787607683,QS100,PT Astra International,2025-05-15,2025-07-08,2025,2026-05-17T15:02:44+07:00
KGT011f240c,0756791684,Tridarma_PT_Lain,BRIN,2021-02-27,2022-01-06,2021,2026-05-17T15:02:44+07:00
KGT95ba2619,0756791684,Tridarma_PT_Lain,PT Telkom Indonesia,2025-03-22,2025-07-14,2025,2026-05-17T15:02:44+07:00
KGTca0c16b8,0756791684,QS100,World Bank Jakarta,2020-03-17,2020-11-15,2020,2026-05-17T15:02:44+07:00
KGT3baa6071,0507809685,Pembina_Prestasi,Politeknik Negeri Lampung,2022-04-28,2022-09-02,2022,2026-05-17T15:02:44+07:00
KGT7b8e387d,0293824686,Praktisi_Industri,Universitas Indonesia,2024-06-10,2025-05-27,2024,2026-05-17T15:02:44+07:00
KGT3a296c7e,0293824686,Tridarma_PT_Lain,IPB University,2024-02-06,2024-04-04,2024,2026-05-17T15:02:44+07:00
KGTca56a566,0674541687,Tridarma_PT_Lain,Unsri,2020-05-20,2021-04-12,2020,2026-05-17T15:02:44+07:00
KGTf8e12ea1,0674541687,Pembina_Prestasi,Politeknik Negeri Lampung,2024-03-06,2024-07-09,2024,2026-05-17T15:02:44+07:00
KGTa80a5ec8,0674541687,Praktisi_Industri,Huawei Indonesia,2022-04-03,2022-09-01,2022,2026-05-17T15:02:44+07:00
KGT0f52c17c,0674541687,Praktisi_Industri,PT Bukit Asam,2023-04-25,2024-04-03,2023,2026-05-17T15:02:44+07:00
KGT0e32a1e3,0371226688,QS100,Chulalongkorn University,2025-03-04,2025-05-02,2025,2026-05-17T15:02:44+07:00
KGTf74d9f6e,0371226688,Pembina_Prestasi,ITB,2023-02-11,2023-11-17,2023,2026-05-17T15:02:44+07:00
KGT8676d92d,0289253689,Tridarma_PT_Lain,TU Delft,2022-05-19,2022-07-18,2022,2026-05-17T15:02:44+07:00
KGTada0848c,0289253689,Tridarma_PT_Lain,BMKG,2021-02-01,2021-08-09,2021,2026-05-17T15:02:44+07:00
KGTa51bd938,0289253689,QS100,PT PLN,2022-04-16,2022-09-18,2022,2026-05-17T15:02:44+07:00
KGT4506fa46,0911592690,QS100,UNDP Indonesia,2021-06-09,2022-01-29,2021,2026-05-17T15:02:44+07:00
KGT87f9857a,0911592690,Praktisi_Industri,Telkom University,2022-05-12,2022-12-18,2022,2026-05-17T15:02:44+07:00
KGTed273a46,0617331691,Praktisi_Industri,Telkom University,2022-05-04,2023-04-25,2022,2026-05-17T15:02:44+07:00
KGTf77968b6,0617331691,Tridarma_PT_Lain,Osaka University,2023-01-08,2023-06-30,2023,2026-05-17T15:02:44+07:00
KGTa83cbb4e,0617331691,Pembina_Prestasi,Chulalongkorn University,2020-03-21,2020-05-09,2020,2026-05-17T15:02:44+07:00
KGT9b01a0ba,0133447693,Pembina_Prestasi,ITS,2020-04-21,2021-01-07,2020,2026-05-17T15:02:44+07:00
